Title,Experience,Location,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8
Cloud Engineer,10+ years,Noida,DevOps,Networking,Azure,Terraform,Linux,AWS,Kubernetes,Google Cloud
Cloud Engineer,5-10 years,Kolkata,Linux,AWS,DevOps,Google Cloud,Azure,Terraform,Kubernetes,Networking
Cloud Engineer,5-10 years,Ahmedabad,Kubernetes,Terraform,Networking,Azure,Linux,DevOps,Google Cloud,AWS
Web Developer,2-5 years,Bangalore,Git,Node.js,HTML,CSS,React,JavaScript,Express.js,MongoDB
Web Developer,2-5 years,Mumbai,React,JavaScript,HTML,Node.js,Express.js,MongoDB,Git,CSS
Web Developer,0-2 years,Delhi,Git,Express.js,JavaScript,HTML,Node.js,MongoDB,CSS,React
Web Developer,0-2 years,Hyderabad,Node.js,Git,CSS,React,HTML,MongoDB,JavaScript,Express.js
Web Developer,0-2 years,Pune,HTML,MongoDB,Git,JavaScript,React,Express.js,Node.js,CSS
Web Developer,2-5 years,Chennai,HTML,MongoDB,React,Node.js,CSS,JavaScript,Git,Express.js
Web Developer,0-2 years,Gurgaon,React,MongoDB,HTML,Express.js,JavaScript,Git,CSS,Node.js
Web Developer,5-10 years,Noida,JavaScript,HTML,Node.js,Git,Express.js,CSS,React,MongoDB
Web Developer,0-2 years,Kolkata,MongoDB,Git,CSS,Express.js,React,HTML,Node.js,JavaScript
Web Developer,10+ years,Ahmedabad,JavaScript,Node.js,MongoDB,CSS,HTML,React,Git,Express.js
Full Stack Developer,2-5 years,Bangalore,API Design,Node.js,MongoDB,React,SQL,Git,JavaScript,Express
Full Stack Developer,2-5 years,Mumbai,JavaScript,API Design,Node.js,Express,Git,MongoDB,SQL,React
Full Stack Developer,5-10 years,Delhi,React,Git,Node.js,SQL,Express,MongoDB,API Design,JavaScript
Full Stack Developer,2-5 years,Hyderabad,API Design,React,Express,SQL,MongoDB,Node.js,JavaScript,Git
Full Stack Developer,10+ years,Pune,Git,SQL,API Design,Express,Node.js,React,JavaScript,MongoDB
Full Stack Developer,2-5 years,Chennai,Node.js,Git,MongoDB,JavaScript,API Design,Express,SQL,React
Full Stack Developer,10+ years,Gurgaon,API Design,SQL,Git,JavaScript,Node.js,MongoDB,React,Express
Full Stack Developer,5-10 years,Noida,React,Git,MongoDB,JavaScript,SQL,Express,API Design,Node.js
Full Stack Developer,5-10 years,Kolkata,SQL,JavaScript,Express,React,MongoDB,API Design,Git,Node.js
Full Stack Developer,2-5 years,Ahmedabad,JavaScript,Git,Express,SQL,API Design,Node.js,MongoDB,React
Finance Analyst,5-10 years,Bangalore,Power BI,Budgeting,Forecasting,Accounting,Investment Analysis,Excel,Financial Modeling,SQL
Finance Analyst,2-5 years,Mumbai,Excel,Financial Modeling,Forecasting,Investment Analysis,Budgeting,SQL,Power BI,Accounting
Finance Analyst,0-2 years,Delhi,Forecasting,Power BI,Investment Analysis,Budgeting,Accounting,Excel,Financial Modeling,SQL
Finance Analyst,0-2 years,Hyderabad,Investment Analysis,Accounting,SQL,Excel,Financial Modeling,Forecasting,Budgeting,Power BI
Finance Analyst,0-2 years,Pune,Excel,Accounting,SQL,Financial Modeling,Power BI,Investment Analysis,Forecasting,Budgeting
Finance Analyst,2-5 years,Chennai,Budgeting,Accounting,Financial Modeling,SQL,Excel,Investment Analysis,Forecasting,Power BI
Finance Analyst,0-2 years,Gurgaon,Forecasting,Budgeting,Accounting,Financial Modeling,SQL,Excel,Investment Analysis,Power BI
Finance Analyst,2-5 years,Noida,Power BI,Budgeting,Excel,Forecasting,Investment Analysis,SQL,Accounting,Financial Modeling
Finance Analyst,10+ years,Kolkata,Forecasting,Power BI,Excel,SQL,Financial Modeling,Accounting,Investment Analysis,Budgeting
Finance Analyst,5-10 years,Ahmedabad,Power BI,Investment Analysis,SQL,Budgeting,Forecasting,Financial Modeling,Excel,Accounting
Investment Banker,5-10 years,Bangalore,Risk Analysis,Financial Modeling,Corporate Finance,Valuation,Private Equity,Mergers,Excel,IPO
Investment Banker,10+ years,Mumbai,Excel,Financial Modeling,Valuation,Risk Analysis,Corporate Finance,Mergers,IPO,Private Equity
Investment Banker,10+ years,Delhi,Valuation,Financial Modeling,Private Equity,Mergers,Corporate Finance,Excel,Risk Analysis,IPO
Investment Banker,0-2 years,Hyderabad,Excel,Valuation,Risk Analysis,Mergers,IPO,Private Equity,Corporate Finance,Financial Modeling
Investment Banker,10+ years,Pune,IPO,Valuation,Mergers,Excel,Financial Modeling,Corporate Finance,Private Equity,Risk Analysis
Investment Banker,2-5 years,Chennai,Mergers,Financial Modeling,Risk Analysis,Private Equity,Corporate Finance,IPO,Valuation,Excel
Investment Banker,0-2 years,Gurgaon,Private Equity,IPO,Mergers,Financial Modeling,Valuation,Excel,Risk Analysis,Corporate Finance
Investment Banker,2-5 years,Noida,Corporate Finance,Mergers,Risk Analysis,Valuation,IPO,Excel,Private Equity,Financial Modeling
Investment Banker,10+ years,Kolkata,Corporate Finance,Valuation,Excel,IPO,Private Equity,Risk Analysis,Financial Modeling,Mergers
Investment Banker,5-10 years,Ahmedabad,Valuation,IPO,Risk Analysis,Financial Modeling,Corporate Finance,Mergers,Excel,Private Equity
Marketing Manager,2-5 years,Bangalore,Google Analytics,Brand Management,Email Marketing,PPC,Content Strategy,SEO,Google Ads,Social Media
Marketing Manager,10+ years,Mumbai,SEO,Social Media,PPC,Email Marketing,Google Analytics,Google Ads,Content Strategy,Brand Management
Marketing Manager,10+ years,Delhi,PPC,Google Analytics,Email Marketing,Brand Management,Social Media,SEO,Google Ads,Content Strategy
Marketing Manager,10+ years,Hyderabad,PPC,Social Media,Brand Management,Google Analytics,Content Strategy,Email Marketing,Google Ads,SEO
Marketing Manager,10+ years,Pune,PPC,SEO,Google Analytics,Email Marketing,Google Ads,Brand Management,Content Strategy,Social Media
Marketing Manager,5-10 years,Chennai,PPC,Brand Management,Google Ads,Social Media,SEO,Content Strategy,Google Analytics,Email Marketing
Marketing Manager,0-2 years,Gurgaon,SEO,PPC,Brand Management,Google Analytics,Social Media,Google Ads,Content Strategy,Email Marketing
Marketing Manager,10+ years,Noida,Brand Management,Email Marketing,Google Analytics,PPC,Social Media,Content Strategy,SEO,Google Ads
Marketing Manager,0-2 years,Kolkata,Social Media,Email Marketing,PPC,SEO,Content Strategy,Google Analytics,Brand Management,Google Ads
Marketing Manager,10+ years,Ahmedabad,Social Media,Google Analytics,SEO,Google Ads,Brand Management,PPC,Content Strategy,Email Marketing
HR Manager,0-2 years,Bangalore,Performance Management,Conflict Resolution,HR Policies,Recruitment,Employee Relations,Training,Onboarding,Payroll
HR Manager,10+ years,Mumbai,HR Policies,Recruitment,Performance Management,Payroll,Onboarding,Training,Conflict Resolution,Employee Relations
HR Manager,0-2 years,Delhi,Performance Management,Payroll,Onboarding,Employee Relations,Conflict Resolution,HR Policies,Training,Recruitment
HR Manager,0-2 years,Hyderabad,Performance Management,Conflict Resolution,Employee Relations,Payroll,HR Policies,Training,Recruitment,Onboarding
HR Manager,2-5 years,Pune,Training,Recruitment,Payroll,HR Policies,Conflict Resolution,Onboarding,Employee Relations,Performance Management
HR Manager,2-5 years,Chennai,HR Policies,Conflict Resolution,Payroll,Onboarding,Employee Relations,Training,Performance Management,Recruitment
HR Manager,5-10 years,Gurgaon,Onboarding,Training,HR Policies,Performance Management,Payroll,Conflict Resolution,Employee Relations,Recruitment
HR Manager,10+ years,Noida,Performance Management,Conflict Resolution,Recruitment,Onboarding,Training,Employee Relations,HR Policies,Payroll
HR Manager,2-5 years,Kolkata,Conflict Resolution,HR Policies,Recruitment,Payroll,Performance Management,Onboarding,Training,Employee Relations
HR Manager,2-5 years,Ahmedabad,Conflict Resolution,Payroll,Employee Relations,Onboarding,HR Policies,Performance Management,Recruitment,Training
Doctor,0-2 years,Bangalore,Pathology,Surgery,Public Health,Emergency Medicine,Pharmacology,Medical Ethics,Diagnosis,Patient Care
Doctor,5-10 years,Mumbai,Patient Care,Pathology,Medical Ethics,Surgery,Public Health,Pharmacology,Diagnosis,Emergency Medicine
Doctor,0-2 years,Delhi,Medical Ethics,Patient Care,Emergency Medicine,Diagnosis,Pharmacology,Surgery,Pathology,Public Health
Doctor,0-2 years,Hyderabad,Diagnosis,Medical Ethics,Pharmacology,Emergency Medicine,Public Health,Pathology,Surgery,Patient Care
Doctor,0-2 years,Pune,Surgery,Medical Ethics,Diagnosis,Patient Care,Pharmacology,Public Health,Emergency Medicine,Pathology
Doctor,5-10 years,Chennai,Emergency Medicine,Diagnosis,Pharmacology,Patient Care,Medical Ethics,Public Health,Pathology,Surgery
Doctor,0-2 years,Gurgaon,Surgery,Pathology,Patient Care,Medical Ethics,Pharmacology,Diagnosis,Emergency Medicine,Public Health
Doctor,10+ years,Noida,Patient Care,Public Health,Emergency Medicine,Pharmacology,Surgery,Medical Ethics,Diagnosis,Pathology
Doctor,5-10 years,Kolkata,Pathology,Patient Care,Medical Ethics,Emergency Medicine,Surgery,Diagnosis,Pharmacology,Public Health
Doctor,5-10 years,Ahmedabad,Emergency Medicine,Public Health,Pharmacology,Diagnosis,Medical Ethics,Surgery,Patient Care,Pathology
School Teacher,0-2 years,Bangalore,Digital Learning,Communication,Classroom Management,Lesson Planning,Student Assessment,Curriculum Development,Public Speaking,Educational Psychology
School Teacher,10+ years,Mumbai,Lesson Planning,Classroom Management,Educational Psychology,Digital Learning,Public Speaking,Curriculum Development,Communication,Student Assessment
School Teacher,0-2 years,Delhi,Classroom Management,Curriculum Development,Communication,Digital Learning,Student Assessment,Public Speaking,Lesson Planning,Educational Psychology
School Teacher,2-5 years,Hyderabad,Digital Learning,Classroom Management,Curriculum Development,Educational Psychology,Public Speaking,Lesson Planning,Student Assessment,Communication
School Teacher,2-5 years,Pune,Communication,Classroom Management,Student Assessment,Lesson Planning,Curriculum Development,Digital Learning,Public Speaking,Educational Psychology
School Teacher,10+ years,Chennai,Communication,Digital Learning,Curriculum Development,Lesson Planning,Public Speaking,Educational Psychology,Classroom Management,Student Assessment
School Teacher,2-5 years,Gurgaon,Educational Psychology,Curriculum Development,Lesson Planning,Communication,Digital Learning,Student Assessment,Public Speaking,Classroom Management
School Teacher,10+ years,Noida,Student Assessment,Lesson Planning,Public Speaking,Educational Psychology,Curriculum Development,Classroom Management,Communication,Digital Learning
School Teacher,0-2 years,Kolkata,Public Speaking,Communication,Classroom Management,Curriculum Development,Digital Learning,Educational Psychology,Lesson Planning,Student Assessment
School Teacher,0-2 years,Ahmedabad,Communication,Educational Psychology,Curriculum Development,Student Assessment,Classroom Management,Digital Learning,Public Speaking,Lesson Planning
Lawyer,10+ years,Bangalore,Corporate Law,Criminal Law,Legal Research,Client Consultation,Negotiation,Litigation,Contract Law,Intellectual Property
Lawyer,10+ years,Mumbai,Litigation,Legal Research,Contract Law,Intellectual Property,Criminal Law,Negotiation,Corporate Law,Client Consultation
Lawyer,10+ years,Delhi,Contract Law,Legal Research,Corporate Law,Negotiation,Client Consultation,Litigation,Intellectual Property,Criminal Law
Lawyer,2-5 years,Hyderabad,Corporate Law,Legal Research,Litigation,Client Consultation,Negotiation,Criminal Law,Contract Law,Intellectual Property
Lawyer,10+ years,Pune,Client Consultation,Contract Law,Criminal Law,Negotiation,Legal Research,Intellectual Property,Litigation,Corporate Law
Lawyer,0-2 years,Chennai,Legal Research,Intellectual Property,Litigation,Contract Law,Negotiation,Client Consultation,Criminal Law,Corporate Law
Lawyer,5-10 years,Gurgaon,Litigation,Criminal Law,Contract Law,Intellectual Property,Corporate Law,Legal Research,Client Consultation,Negotiation
Lawyer,10+ years,Noida,Contract Law,Legal Research,Intellectual Property,Client Consultation,Negotiation,Corporate Law,Litigation,Criminal Law
Lawyer,2-5 years,Kolkata,Contract Law,Negotiation,Intellectual Property,Legal Research,Client Consultation,Litigation,Criminal Law,Corporate Law
Lawyer,5-10 years,Ahmedabad,Intellectual Property,Criminal Law,Client Consultation,Negotiation,Contract Law,Litigation,Legal Research,Corporate Law
Graphic Designer,5-10 years,Bangalore,Adobe Illustrator,Sketching,UI Design,Branding,Color Theory,Typography,Logo Design,Adobe Photoshop
Graphic Designer,10+ years,Mumbai,UI Design,Adobe Photoshop,Logo Design,Sketching,Color Theory,Adobe Illustrator,Typography,Branding
Graphic Designer,0-2 years,Delhi,Logo Design,Adobe Photoshop,Adobe Illustrator,Color Theory,Sketching,Typography,Branding,UI Design
Graphic Designer,5-10 years,Hyderabad,Sketching,Color Theory,Adobe Photoshop,Logo Design,Branding,Adobe Illustrator,Typography,UI Design
Graphic Designer,10+ years,Pune,Color Theory,Typography,Adobe Illustrator,UI Design,Adobe Photoshop,Logo Design,Sketching,Branding
Graphic Designer,0-2 years,Chennai,UI Design,Logo Design,Typography,Branding,Adobe Illustrator,Adobe Photoshop,Sketching,Color Theory
Graphic Designer,0-2 years,Gurgaon,Branding,Sketching,Color Theory,Logo Design,Adobe Illustrator,UI Design,Adobe Photoshop,Typography
Graphic Designer,5-10 years,Noida,Logo Design,UI Design,Sketching,Branding,Adobe Illustrator,Typography,Color Theory,Adobe Photoshop
Graphic Designer,5-10 years,Kolkata,Adobe Photoshop,Adobe Illustrator,Sketching,Color Theory,Branding,UI Design,Logo Design,Typography
Graphic Designer,2-5 years,Ahmedabad,Color Theory,Sketching,Typography,Adobe Photoshop,Adobe Illustrator,Logo Design,Branding,UI Design
Mechanical Engineer,0-2 years,Bangalore,Mechanical Design,CAD,AutoCAD,Manufacturing,Fluid Mechanics,Thermodynamics,Robotics,SolidWorks
Mechanical Engineer,5-10 years,Mumbai,Manufacturing,CAD,AutoCAD,Robotics,Mechanical Design,Thermodynamics,Fluid Mechanics,SolidWorks
Mechanical Engineer,0-2 years,Delhi,Manufacturing,Robotics,CAD,Mechanical Design,AutoCAD,Fluid Mechanics,SolidWorks,Thermodynamics
Mechanical Engineer,0-2 years,Hyderabad,Mechanical Design,Robotics,AutoCAD,CAD,Fluid Mechanics,SolidWorks,Manufacturing,Thermodynamics
Mechanical Engineer,10+ years,Pune,Thermodynamics,AutoCAD,Manufacturing,CAD,Mechanical Design,Robotics,SolidWorks,Fluid Mechanics
Mechanical Engineer,0-2 years,Chennai,Thermodynamics,Fluid Mechanics,CAD,Manufacturing,Robotics,Mechanical Design,SolidWorks,AutoCAD
Mechanical Engineer,5-10 years,Gurgaon,Fluid Mechanics,Thermodynamics,Robotics,Manufacturing,SolidWorks,Mechanical Design,CAD,AutoCAD
Mechanical Engineer,0-2 years,Noida,Mechanical Design,Manufacturing,CAD,Robotics,AutoCAD,SolidWorks,Fluid Mechanics,Thermodynamics
Mechanical Engineer,0-2 years,Kolkata,Fluid Mechanics,SolidWorks,AutoCAD,Manufacturing,Robotics,Thermodynamics,CAD,Mechanical Design
Mechanical Engineer,2-5 years,Ahmedabad,SolidWorks,Fluid Mechanics,AutoCAD,CAD,Mechanical Design,Robotics,Thermodynamics,Manufacturing
Civil Engineer,10+ years,Bangalore,Construction Management,Structural Analysis,Building Codes,Project Planning,Geotechnical Engineering,AutoCAD,Cost Estimation,Surveying
Civil Engineer,10+ years,Mumbai,Building Codes,Structural Analysis,Surveying,AutoCAD,Cost Estimation,Project Planning,Geotechnical Engineering,Construction Management
Civil Engineer,0-2 years,Delhi,AutoCAD,Construction Management,Geotechnical Engineering,Cost Estimation,Surveying,Building Codes,Project Planning,Structural Analysis
Civil Engineer,5-10 years,Hyderabad,Geotechnical Engineering,Construction Management,Surveying,AutoCAD,Cost Estimation,Project Planning,Structural Analysis,Building Codes
Civil Engineer,5-10 years,Pune,Geotechnical Engineering,AutoCAD,Project Planning,Construction Management,Surveying,Structural Analysis,Cost Estimation,Building Codes
Civil Engineer,5-10 years,Chennai,Surveying,Building Codes,Project Planning,Construction Management,Geotechnical Engineering,AutoCAD,Cost Estimation,Structural Analysis
Civil Engineer,2-5 years,Gurgaon,AutoCAD,Construction Management,Surveying,Project Planning,Cost Estimation,Building Codes,Geotechnical Engineering,Structural Analysis
Civil Engineer,10+ years,Noida,Construction Management,Building Codes,Surveying,Structural Analysis,Cost Estimation,AutoCAD,Geotechnical Engineering,Project Planning
Civil Engineer,2-5 years,Kolkata,Geotechnical Engineering,AutoCAD,Construction Management,Building Codes,Project Planning,Structural Analysis,Surveying,Cost Estimation
Civil Engineer,10+ years,Ahmedabad,Building Codes,Surveying,Project Planning,Geotechnical Engineering,Cost Estimation,Structural Analysis,AutoCAD,Construction Management
Hotel Manager,2-5 years,Bangalore,Marketing,Revenue Management,Guest Relations,Hotel Operations,Customer Service,Food & Beverage,Hospitality,Event Management
Hotel Manager,2-5 years,Mumbai,Hotel Operations,Customer Service,Guest Relations,Event Management,Hospitality,Revenue Management,Food & Beverage,Marketing
Hotel Manager,2-5 years,Delhi,Revenue Management,Hospitality,Event Management,Food & Beverage,Hotel Operations,Marketing,Guest Relations,Customer Service
Hotel Manager,0-2 years,Hyderabad,Revenue Management,Food & Beverage,Hotel Operations,Marketing,Hospitality,Event Management,Customer Service,Guest Relations
Hotel Manager,10+ years,Pune,Food & Beverage,Marketing,Customer Service,Event Management,Guest Relations,Hospitality,Hotel Operations,Revenue Management
Hotel Manager,5-10 years,Chennai,Hotel Operations,Guest Relations,Event Management,Food & Beverage,Customer Service,Hospitality,Marketing,Revenue Management
Hotel Manager,0-2 years,Gurgaon,Customer Service,Hospitality,Food & Beverage,Hotel Operations,Event Management,Guest Relations,Marketing,Revenue Management
Hotel Manager,5-10 years,Noida,Customer Service,Hospitality,Hotel Operations,Marketing,Event Management,Food & Beverage,Guest Relations,Revenue Management
Hotel Manager,5-10 years,Kolkata,Event Management,Food & Beverage,Customer Service,Hotel Operations,Guest Relations,Marketing,Hospitality,Revenue Management
Hotel Manager,5-10 years,Ahmedabad,Guest Relations,Marketing,Event Management,Customer Service,Food & Beverage,Hotel Operations,Revenue Management,Hospitality
Software Engineer,0-2 years,Bangalore,C++,Git,Java,SQL,Algorithms,Python,Data Structures,OOP
Software Engineer,5-10 years,Mumbai,OOP,Java,Git,Algorithms,Python,C++,SQL,Data Structures
Software Engineer,2-5 years,Delhi,Algorithms,Java,C++,OOP,Git,Python,SQL,Data Structures
Software Engineer,5-10 years,Hyderabad,Git,Python,C++,Data Structures,SQL,OOP,Java,Algorithms
Software Engineer,2-5 years,Pune,SQL,Git,C++,Java,Data Structures,Python,Algorithms,OOP
Software Engineer,5-10 years,Chennai,Java,Algorithms,Git,Data Structures,C++,SQL,Python,OOP
Software Engineer,5-10 years,Gurgaon,Java,C++,SQL,OOP,Python,Git,Data Structures,Algorithms
Software Engineer,2-5 years,Noida,Git,OOP,C++,Data Structures,Algorithms,SQL,Python,Java
Software Engineer,2-5 years,Kolkata,Data Structures,Python,Java,OOP,SQL,C++,Algorithms,Git
Software Engineer,2-5 years,Ahmedabad,Java,Python,C++,Git,SQL,Algorithms,Data Structures,OOP
Data Analyst,2-5 years,Bangalore,Statistics,Data Cleaning,Excel,Visualization,Python,SQL,Tableau,Power BI
Data Analyst,5-10 years,Mumbai,Tableau,Visualization,Data Cleaning,Statistics,Excel,Power BI,SQL,Python
Data Analyst,5-10 years,Delhi,Statistics,Data Cleaning,Power BI,SQL,Excel,Tableau,Python,Visualization
Data Analyst,5-10 years,Hyderabad,Visualization,Data Cleaning,Excel,Power BI,SQL,Tableau,Python,Statistics
Data Analyst,5-10 years,Pune,Tableau,Power BI,Visualization,Statistics,Data Cleaning,Excel,Python,SQL
Data Analyst,2-5 years,Chennai,Excel,Power BI,SQL,Data Cleaning,Python,Statistics,Tableau,Visualization
Data Analyst,10+ years,Gurgaon,Statistics,SQL,Python,Tableau,Power BI,Data Cleaning,Excel,Visualization
Data Analyst,5-10 years,Noida,Excel,Power BI,Tableau,Statistics,Visualization,SQL,Data Cleaning,Python
Data Analyst,5-10 years,Kolkata,SQL,Power BI,Visualization,Statistics,Excel,Python,Tableau,Data Cleaning
Data Analyst,2-5 years,Ahmedabad,Python,Tableau,Visualization,Data Cleaning,Power BI,Excel,Statistics,SQL
Machine Learning Engineer,0-2 years,Bangalore,PyTorch,Scikit-learn,Deep Learning,NLP,Big Data,Python,Computer Vision,TensorFlow
Machine Learning Engineer,5-10 years,Mumbai,Scikit-learn,PyTorch,Python,Deep Learning,Computer Vision,NLP,TensorFlow,Big Data
Machine Learning Engineer,2-5 years,Delhi,Scikit-learn,NLP,Deep Learning,Computer Vision,Python,Big Data,PyTorch,TensorFlow
Machine Learning Engineer,10+ years,Hyderabad,TensorFlow,NLP,Scikit-learn,Deep Learning,Big Data,PyTorch,Python,Computer Vision
Machine Learning Engineer,5-10 years,Pune,PyTorch,NLP,Deep Learning,Python,Scikit-learn,TensorFlow,Big Data,Computer Vision
Machine Learning Engineer,5-10 years,Chennai,Deep Learning,Big Data,NLP,Python,Computer Vision,PyTorch,Scikit-learn,TensorFlow
Machine Learning Engineer,0-2 years,Gurgaon,Scikit-learn,Deep Learning,NLP,Computer Vision,Python,TensorFlow,Big Data,PyTorch
Machine Learning Engineer,10+ years,Noida,TensorFlow,Big Data,PyTorch,Computer Vision,NLP,Scikit-learn,Deep Learning,Python
Machine Learning Engineer,10+ years,Kolkata,Big Data,Python,PyTorch,Computer Vision,Scikit-learn,NLP,TensorFlow,Deep Learning
Machine Learning Engineer,5-10 years,Ahmedabad,Python,TensorFlow,Big Data,NLP,Scikit-learn,Deep Learning,PyTorch,Computer Vision
Cybersecurity Analyst,0-2 years,Bangalore,Encryption,Linux,Firewalls,Incident Response,Ethical Hacking,SIEM,Network Security,Penetration Testing
Cybersecurity Analyst,10+ years,Mumbai,Encryption,Linux,Incident Response,Network Security,Firewalls,Penetration Testing,Ethical Hacking,SIEM
Cybersecurity Analyst,2-5 years,Delhi,Network Security,Ethical Hacking,SIEM,Penetration Testing,Firewalls,Incident Response,Encryption,Linux
Cybersecurity Analyst,2-5 years,Hyderabad,Linux,Incident Response,Penetration Testing,Encryption,SIEM,Network Security,Ethical Hacking,Firewalls
Cybersecurity Analyst,2-5 years,Pune,Network Security,Encryption,Penetration Testing,Firewalls,Incident Response,Ethical Hacking,SIEM,Linux
Cybersecurity Analyst,5-10 years,Chennai,Incident Response,Ethical Hacking,Encryption,SIEM,Linux,Penetration Testing,Firewalls,Network Security
Cybersecurity Analyst,0-2 years,Gurgaon,Ethical Hacking,Incident Response,Encryption,Penetration Testing,Network Security,SIEM,Firewalls,Linux
Cybersecurity Analyst,5-10 years,Noida,Penetration Testing,SIEM,Ethical Hacking,Network Security,Incident Response,Encryption,Linux,Firewalls
Cybersecurity Analyst,2-5 years,Kolkata,Network Security,Encryption,Penetration Testing,SIEM,Linux,Incident Response,Ethical Hacking,Firewalls
Cybersecurity Analyst,5-10 years,Ahmedabad,SIEM,Incident Response,Encryption,Linux,Network Security,Penetration Testing,Ethical Hacking,Firewalls
DevOps Engineer,2-5 years,Bangalore,Docker,CI/CD,AWS,Shell Scripting,Jenkins,Kubernetes,Terraform,Linux
DevOps Engineer,5-10 years,Mumbai,Jenkins,Shell Scripting,Linux,AWS,CI/CD,Docker,Terraform,Kubernetes
DevOps Engineer,2-5 years,Delhi,AWS,Docker,CI/CD,Shell Scripting,Linux,Jenkins,Kubernetes,Terraform
DevOps Engineer,5-10 years,Hyderabad,Terraform,Kubernetes,CI/CD,Jenkins,Linux,Shell Scripting,Docker,AWS
DevOps Engineer,0-2 years,Pune,Shell Scripting,Docker,Linux,CI/CD,Terraform,Kubernetes,Jenkins,AWS
DevOps Engineer,5-10 years,Chennai,CI/CD,Terraform,Docker,AWS,Kubernetes,Jenkins,Shell Scripting,Linux
DevOps Engineer,5-10 years,Gurgaon,Docker,Terraform,Linux,Kubernetes,Jenkins,AWS,CI/CD,Shell Scripting
DevOps Engineer,0-2 years,Noida,AWS,Linux,Docker,Jenkins,CI/CD,Kubernetes,Shell Scripting,Terraform
DevOps Engineer,2-5 years,Kolkata,Kubernetes,AWS,Linux,Terraform,CI/CD,Docker,Shell Scripting,Jenkins
DevOps Engineer,5-10 years,Ahmedabad,Terraform,Jenkins,Shell Scripting,Kubernetes,Linux,Docker,AWS,CI/CD
Cloud Engineer,5-10 years,Bangalore,Terraform,DevOps,Networking,AWS,Azure,Google Cloud,Kubernetes,Linux
Cloud Engineer,2-5 years,Mumbai,Linux,Networking,Terraform,AWS,Kubernetes,DevOps,Google Cloud,Azure
Cloud Engineer,0-2 years,Delhi,Google Cloud,DevOps,Terraform,Azure,AWS,Linux,Networking,Kubernetes
Cloud Engineer,0-2 years,Hyderabad,AWS,Networking,Linux,Terraform,Kubernetes,DevOps,Azure,Google Cloud
Cloud Engineer,5-10 years,Pune,Linux,Networking,Google Cloud,Kubernetes,AWS,Azure,Terraform,DevOps
Cloud Engineer,10+ years,Chennai,Linux,AWS,Kubernetes,Terraform,DevOps,Azure,Google Cloud,Networking
Cloud Engineer,10+ years,Gurgaon,Networking,DevOps,AWS,Terraform,Linux,Google Cloud,Azure,Kubernetes
Cloud Engineer,5-10 years,Noida,Networking,Azure,DevOps,Google Cloud,Terraform,AWS,Kubernetes,Linux
Cloud Engineer,0-2 years,Kolkata,Terraform,DevOps,AWS,Kubernetes,Networking,Google Cloud,Azure,Linux
Cloud Engineer,0-2 years,Ahmedabad,Kubernetes,Linux,DevOps,AWS,Terraform,Google Cloud,Networking,Azure
Web Developer,10+ years,Bangalore,Node.js,JavaScript,Git,Express.js,React,MongoDB,HTML,CSS
Web Developer,5-10 years,Mumbai,Node.js,JavaScript,React,Git,HTML,Express.js,CSS,MongoDB
Web Developer,0-2 years,Delhi,CSS,Node.js,React,Git,MongoDB,Express.js,HTML,JavaScript
Web Developer,5-10 years,Hyderabad,HTML,MongoDB,Node.js,Git,CSS,JavaScript,React,Express.js
Web Developer,5-10 years,Pune,Express.js,CSS,MongoDB,Git,HTML,JavaScript,Node.js,React
Web Developer,5-10 years,Chennai,Git,MongoDB,React,CSS,HTML,JavaScript,Node.js,Express.js
Web Developer,5-10 years,Gurgaon,Git,MongoDB,React,CSS,Node.js,JavaScript,HTML,Express.js
Web Developer,5-10 years,Noida,Node.js,MongoDB,Git,HTML,React,JavaScript,Express.js,CSS
Web Developer,5-10 years,Kolkata,Git,JavaScript,MongoDB,HTML,Express.js,Node.js,CSS,React
Web Developer,2-5 years,Ahmedabad,Node.js,HTML,CSS,MongoDB,Git,JavaScript,Express.js,React
Full Stack Developer,5-10 years,Bangalore,MongoDB,SQL,Node.js,Express,API Design,React,Git,JavaScript
Full Stack Developer,2-5 years,Mumbai,React,MongoDB,Git,Express,API Design,JavaScript,Node.js,SQL
Full Stack Developer,2-5 years,Delhi,Express,SQL,Node.js,JavaScript,MongoDB,React,API Design,Git
Full Stack Developer,10+ years,Hyderabad,SQL,JavaScript,React,Git,API Design,Express,MongoDB,Node.js
Full Stack Developer,5-10 years,Pune,SQL,React,JavaScript,Express,Git,API Design,Node.js,MongoDB
Full Stack Developer,10+ years,Chennai,MongoDB,Node.js,Express,JavaScript,API Design,React,Git,SQL
Full Stack Developer,2-5 years,Gurgaon,Express,Git,Node.js,JavaScript,API Design,React,SQL,MongoDB
Full Stack Developer,2-5 years,Noida,API Design,Express,Git,SQL,React,Node.js,MongoDB,JavaScript
Full Stack Developer,5-10 years,Kolkata,Express,SQL,JavaScript,React,API Design,Node.js,Git,MongoDB
Full Stack Developer,10+ years,Ahmedabad,JavaScript,Express,Node.js,MongoDB,Git,React,API Design,SQL
Finance Analyst,2-5 years,Bangalore,SQL,Forecasting,Budgeting,Power BI,Accounting,Investment Analysis,Excel,Financial Modeling
Finance Analyst,2-5 years,Mumbai,Accounting,Excel,Budgeting,SQL,Forecasting,Investment Analysis,Power BI,Financial Modeling
